                                                                                            List of relations
 Schema |                              Name                               | Type  |   Owner    |                     Table                      | Persistence | Access method |    Size    | Description 
 public | folios_transportes_holding_id_d55f4cf7                          | index | admin_prod | folios_transportes                             | permanent   | btree         | 16 kB      | 
 public | folios_transportes_pkey                                         | index | admin_prod | folios_transportes                             | permanent   | btree         | 16 kB      | 
 public | folios_transportes_tramo_id_2a273e0b                            | index | admin_prod | folios_transportes                             | permanent   | btree         | 16 kB      | 
 public | haberes_holding_id_07bd36df                                     | index | admin_prod | haberes                                        | permanent   | btree         | 8192 bytes | 
 public | haberes_holding_id_nombre_15c1f5bb_uniq                         | index | admin_prod | haberes                                        | permanent   | btree         | 8192 bytes | 
 public | haberes_pkey                                                    | index | admin_prod | haberes                                        | permanent   | btree         | 8192 bytes | 
 public | historial_cambios_folio_folio_id_7ab6bb68                       | index | admin_prod | historial_cambios_folio                        | permanent   | btree         | 8192 bytes | 
 public | historial_cambios_folio_holding_id_5fe9b6f9                     | index | admin_prod | historial_cambios_folio                        | permanent   | btree         | 8192 bytes | 
 public | historial_cambios_folio_pkey                                    | index | admin_prod | historial_cambios_folio                        | permanent   | btree         | 8192 bytes | 
 public | historial_cambios_pago_folio_id_8280d18c                        | index | admin_prod | historial_cambios_pago                         | permanent   | btree         | 8192 bytes | 
 public | historial_cambios_pago_holding_id_f8c13352                      | index | admin_prod | historial_cambios_pago                         | permanent   | btree         | 8192 bytes | 
 public | historial_cambios_pago_pkey                                     | index | admin_prod | historial_cambios_pago                         | permanent   | btree         | 8192 bytes | 
 public | historial_cambios_pago_registro_efectivo_id_d42dd94f            | index | admin_prod | historial_cambios_pago                         | permanent   | btree         | 8192 bytes | 
 public | historial_cambios_pago_registro_transferencia_id_d9748d99       | index | admin_prod | historial_cambios_pago                         | permanent   | btree         | 8192 bytes | 
 public | holding_nombre_4f0a4564_like                                    | index | admin_prod | holding                                        | permanent   | btree         | 16 kB      | 
 public | holding_nombre_key                                              | index | admin_prod | holding                                        | permanent   | btree         | 16 kB      | 
 public | holding_pkey                                                    | index | admin_prod | holding                                        | permanent   | btree         | 16 kB      | 
 public | horarios_holding_id_7a869dfb                                    | index | admin_prod | horarios                                       | permanent   | btree         | 16 kB      | 
 public | horarios_pkey                                                   | index | admin_prod | horarios                                       | permanent   | btree         | 16 kB      | 
 public | horarios_sociedad_id_d4255ee5                                   | index | admin_prod | horarios                                       | permanent   | btree         | 16 kB      | 
 public | horas_extra_trabaja_9062d9_idx                                  | index | admin_prod | horas_extraordinarias                          | permanent   | btree         | 8192 bytes | 
 public | horas_extraordinarias_holding_id_3271a51a                       | index | admin_prod | horas_extraordinarias                          | permanent   | btree         | 8192 bytes | 
 public | horas_extraordinarias_pkey                                      | index | admin_prod | horas_extraordinarias                          | permanent   | btree         | 8192 bytes | 
 public | horas_extraordinarias_trabajador_id_d4cb6615                    | index | admin_prod | horas_extraordinarias                          | permanent   | btree         | 8192 bytes | 
 public | ips_regimenes_pkey                                              | index | admin_prod | ips_regimenes                                  | permanent   | btree         | 8192 bytes | 
 public | labores_holding_id_57eed14b                                     | index | admin_prod | labores                                        | permanent   | btree         | 16 kB      | 
 public | labores_pkey                                                    | index | admin_prod | labores                                        | permanent   | btree         | 16 kB      | 
 public | labores_unidad_control_id_3d782d05                              | index | admin_prod | labores                                        | permanent   | btree         | 16 kB      | 
 public | licencias_medicas_holding_id_9f5c5f2b                           | index | admin_prod | licencias_medicas                              | permanent   | btree         | 8192 bytes | 
 public | licencias_medicas_pkey                                          | index | admin_prod | licencias_medicas                              | permanent   | btree         | 8192 bytes | 
 public | licencias_medicas_trabajador_id_f0c6f713                        | index | admin_prod | licencias_medicas                              | permanent   | btree         | 8192 bytes | 
 public | meses_cerrados_holding_id_500b0f81                              | index | admin_prod | meses_cerrados                                 | permanent   | btree         | 8192 bytes | 
 public | meses_cerrados_holding_id_mes_year_26808fb1_uniq                | index | admin_prod | meses_cerrados                                 | permanent   | btree         | 8192 bytes | 
 public | meses_cerrados_pkey                                             | index | admin_prod | meses_cerrados                                 | permanent   | btree         | 8192 bytes | 
 public | meses_cerrados_usuario_cierre_id_52341d02                       | index | admin_prod | meses_cerrados                                 | permanent   | btree         | 8192 bytes | 
 public | modulos_movil_holding_id_d3ff8339                               | index | admin_prod | modulos_movil                                  | permanent   | btree         | 16 kB      | 
 public | modulos_movil_holding_id_nombre_899ef41a_uniq                   | index | admin_prod | modulos_movil                                  | permanent   | btree         | 16 kB      | 
 public | modulos_movil_pkey                                              | index | admin_prod | modulos_movil                                  | permanent   | btree         | 16 kB      | 
 public | modulos_web_holding_id_d88e656e                                 | index | admin_prod | modulos_web                                    | permanent   | btree         | 16 kB      | 
 public | modulos_web_holding_id_nombre_1fb9870b_uniq                     | index | admin_prod | modulos_web                                    | permanent   | btree         | 16 kB      | 
 public | modulos_web_pkey                                                | index | admin_prod | modulos_web                                    | permanent   | btree         | 16 kB      | 
 public | mutualidades_pkey                                               | index | admin_prod | mutualidades                                   | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_accesstoken_application_id_b22886e1             | index | admin_prod | oauth2_provider_accesstoken                    | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_accesstoken_id_token_id_key                     | index | admin_prod | oauth2_provider_accesstoken                    | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_accesstoken_pkey                                | index | admin_prod | oauth2_provider_accesstoken                    | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_accesstoken_source_refresh_token_id_key         | index | admin_prod | oauth2_provider_accesstoken                    | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_accesstoken_token_checksum_85319a26_like        | index | admin_prod | oauth2_provider_accesstoken                    | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_accesstoken_token_checksum_85319a26_uniq        | index | admin_prod | oauth2_provider_accesstoken                    | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_accesstoken_user_id_6e4c9a65                    | index | admin_prod | oauth2_provider_accesstoken                    | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_application_client_id_03f0cc84_like             | index | admin_prod | oauth2_provider_application                    | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_application_client_id_key                       | index | admin_prod | oauth2_provider_application                    | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_application_client_secret_53133678              | index | admin_prod | oauth2_provider_application                    | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_application_client_secret_53133678_like         | index | admin_prod | oauth2_provider_application                    | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_application_pkey                                | index | admin_prod | oauth2_provider_application                    | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_application_user_id_79829054                    | index | admin_prod | oauth2_provider_application                    | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_grant_application_id_81923564                   | index | admin_prod | oauth2_provider_grant                          | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_grant_code_49ab4ddf_like                        | index | admin_prod | oauth2_provider_grant                          | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_grant_code_key                                  | index | admin_prod | oauth2_provider_grant                          | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_grant_pkey                                      | index | admin_prod | oauth2_provider_grant                          | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_grant_user_id_e8f62af8                          | index | admin_prod | oauth2_provider_grant                          | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_idtoken_application_id_08c5ff4f                 | index | admin_prod | oauth2_provider_idtoken                        | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_idtoken_jti_key                                 | index | admin_prod | oauth2_provider_idtoken                        | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_idtoken_pkey                                    | index | admin_prod | oauth2_provider_idtoken                        | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_idtoken_user_id_dd512b59                        | index | admin_prod | oauth2_provider_idtoken                        | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_refreshtoken_access_token_id_key                | index | admin_prod | oauth2_provider_refreshtoken                   | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_refreshtoken_application_id_2d1c311b            | index | admin_prod | oauth2_provider_refreshtoken                   | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_refreshtoken_pkey                               | index | admin_prod | oauth2_provider_refreshtoken                   | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_refreshtoken_token_revoked_af8a5134_uniq        | index | admin_prod | oauth2_provider_refreshtoken                   | permanent   | btree         | 8192 bytes | 
 public | oauth2_provider_refreshtoken_user_id_da837fce                   | index | admin_prod | oauth2_provider_refreshtoken                   | permanent   | btree         | 8192 bytes | 
 public | pagos_transportista_cuenta_origen_id_764bf508                   | index | admin_prod | pagos_transportista                            | permanent   | btree         | 8192 bytes | 
 public | pagos_transportista_holding_id_d0f3b2ff                         | index | admin_prod | pagos_transportista                            | permanent   | btree         | 8192 bytes | 
 public | pagos_transportista_pkey                                        | index | admin_prod | pagos_transportista                            | permanent   | btree         | 8192 bytes | 
 public | pagos_transportista_sociedad_id_8d9e807a                        | index | admin_prod | pagos_transportista                            | permanent   | btree         | 8192 bytes | 
 public | pagos_transportista_transportista_id_0a86f663                   | index | admin_prod | pagos_transportista                            | permanent   | btree         | 8192 bytes | 
 public | pagos_transportista_usuario_registra_id_7d75aec8                | index | admin_prod | pagos_transportista                            | permanent   | btree         | 8192 bytes | 
 public | parametros_contrato_formato_id_2e5581d4                         | index | admin_prod | parametros_contrato                            | permanent   | btree         | 16 kB      | 
 public | parametros_contrato_holding_id_70656ce0                         | index | admin_prod | parametros_contrato                            | permanent   | btree         | 16 kB      | 
 public | parametros_contrato_pkey                                        | index | admin_prod | parametros_contrato                            | permanent   | btree         | 16 kB      | 
 public | perfiles_holding_id_e6ee3fba                                    | index | admin_prod | perfiles                                       | permanent   | btree         | 16 kB      | 
 public | perfiles_modulos_movil_modulosmovil_id_b07bc81b                 | index | admin_prod | perfiles_modulos_movil                         | permanent   | btree         | 16 kB      | 
 public | perfiles_modulos_movil_perfiles_id_aac11c0c                     | index | admin_prod | perfiles_modulos_movil                         | permanent   | btree         | 16 kB      | 
 public | perfiles_modulos_movil_perfiles_id_modulosmovil_fd619d72_uniq   | index | admin_prod | perfiles_modulos_movil                         | permanent   | btree         | 16 kB      | 
 public | perfiles_modulos_movil_pkey                                     | index | admin_prod | perfiles_modulos_movil                         | permanent   | btree         | 16 kB      | 
 public | perfiles_modulos_web_modulosweb_id_e72b4396                     | index | admin_prod | perfiles_modulos_web                           | permanent   | btree         | 16 kB      | 
 public | perfiles_modulos_web_perfiles_id_b91093da                       | index | admin_prod | perfiles_modulos_web                           | permanent   | btree         | 16 kB      | 
 public | perfiles_modulos_web_perfiles_id_modulosweb_id_b28c51bc_uniq    | index | admin_prod | perfiles_modulos_web                           | permanent   | btree         | 16 kB      | 
 public | perfiles_modulos_web_pkey                                       | index | admin_prod | perfiles_modulos_web                           | permanent   | btree         | 16 kB      | 
 public | perfiles_pkey                                                   | index | admin_prod | perfiles                                       | permanent   | btree         | 16 kB      | 
 public | perfiles_submodulos_movi_perfiles_id_submodulosmo_f5271005_uniq | index | admin_prod | perfiles_submodulos_movil                      | permanent   | btree         | 16 kB      | 
 public | perfiles_submodulos_movil_perfiles_id_7e431e9c                  | index | admin_prod | perfiles_submodulos_movil                      | permanent   | btree         | 16 kB      | 
 public | perfiles_submodulos_movil_pkey                                  | index | admin_prod | perfiles_submodulos_movil                      | permanent   | btree         | 16 kB      | 
 public | perfiles_submodulos_movil_submodulosmovil_id_bdac0dc1           | index | admin_prod | perfiles_submodulos_movil                      | permanent   | btree         | 16 kB      | 
 public | perfiles_submodulos_web_perfiles_id_815c6edb                    | index | admin_prod | perfiles_submodulos_web                        | permanent   | btree         | 16 kB      | 
 public | perfiles_submodulos_web_perfiles_id_submoduloswe_fb8984cf_uniq  | index | admin_prod | perfiles_submodulos_web                        | permanent   | btree         | 16 kB      | 
 public | perfiles_submodulos_web_pkey                                    | index | admin_prod | perfiles_submodulos_web                        | permanent   | btree         | 16 kB      | 
 public | perfiles_submodulos_web_submodulosweb_id_73babe0f               | index | admin_prod | perfiles_submodulos_web                        | permanent   | btree         | 16 kB      | 
 public | personal_afp_id_7ad3b362                                        | index | admin_prod | personal                                       | permanent   | btree         | 16 kB      | 
 public | personal_area_id_635cae11                                       | index | admin_prod | personal                                       | permanent   | btree         | 16 kB      | 
 public | personal_banco_id_1ca73c07                                      | index | admin_prod | personal                                       | permanent   | btree         | 16 kB      | 
 public | personal_cargo_id_9b1a9838                                      | index | admin_prod | personal                                       | permanent   | btree         | 16 kB      | 
 public | personal_holding_id_a2ab2ab9                                    | index | admin_prod | personal                                       | permanent   | btree         | 16 kB      | 
 public | personal_ips_regimen_id_bcf2e152                                | index | admin_prod | personal                                       | permanent   | btree         | 16 kB      | 
 public | personal_pkey                                                   | index | admin_prod | personal                                       | permanent   | btree         | 16 kB      | 
 public | personal_rut_cac356bd_like                                      | index | admin_prod | personal                                       | permanent   | btree         | 16 kB      | 
 public | personal_rut_cac356bd_uniq                                      | index | admin_prod | personal                                       | permanent   | btree         | 16 kB      | 
 public | personal_salud_id_b8f6b6fe                                      | index | admin_prod | personal                                       | permanent   | btree         | 16 kB      | 
 public | personal_sociedad_id_5bcc7b08                                   | index | admin_prod | personal                                       | permanent   | btree         | 16 kB      | 
 public | produccion_folio_id_daef3d94                                    | index | admin_prod | produccion                                     | permanent   | btree         | 8192 bytes | 
 public | produccion_holding_id_ebe7c981                                  | index | admin_prod | produccion                                     | permanent   | btree         | 8192 bytes | 
 public | produccion_labor_id_5f294484                                    | index | admin_prod | produccion                                     | permanent   | btree         | 8192 bytes | 
 public | produccion_pkey                                                 | index | admin_prod | produccion                                     | permanent   | btree         | 8192 bytes | 
 public | produccion_sociedad_id_ec3ad9e4                                 | index | admin_prod | produccion                                     | permanent   | btree         | 8192 bytes | 
 public | produccion_trabajador_id_da527357                               | index | admin_prod | produccion                                     | permanent   | btree         | 8192 bytes | 
 public | produccion_unidad_control_id_34dc4775                           | index | admin_prod | produccion                                     | permanent   | btree         | 8192 bytes | 
 public | produccion_usuario_ingresa_id_14102118                          | index | admin_prod | produccion                                     | permanent   | btree         | 8192 bytes | 
 public | proformas_transportista_holding_id_9c3c8f42                     | index | admin_prod | proformas_transportista                        | permanent   | btree         | 8192 bytes | 
 public | proformas_transportista_pkey                                    | index | admin_prod | proformas_transportista                        | permanent   | btree         | 8192 bytes | 
 public | proformas_transportista_sociedad_id_9e44e738                    | index | admin_prod | proformas_transportista                        | permanent   | btree         | 8192 bytes | 
 public | proformas_transportista_transportista_id_3d507361               | index | admin_prod | proformas_transportista                        | permanent   | btree         | 8192 bytes | 
 public | regiones_pkey                                                   | index | admin_prod | regiones                                       | permanent   | btree         | 8192 bytes | 
 public | registro_as_holding_042f01_idx                                  | index | admin_prod | registro_asistencia                            | permanent   | btree         | 16 kB      | 
 public | registro_as_trabaja_b249ca_idx                                  | index | admin_prod | registro_asistencia                            | permanent   | btree         | 48 kB      | 
 public | registro_asistencia_holding_id_0d79337b                         | index | admin_prod | registro_asistencia                            | permanent   | btree         | 16 kB      | 
 public | registro_asistencia_modificado_por_id_2785b5c3                  | index | admin_prod | registro_asistencia                            | permanent   | btree         | 16 kB      | 
 public | registro_asistencia_pkey                                        | index | admin_prod | registro_asistencia                            | permanent   | btree         | 40 kB      | 
 public | registro_asistencia_supervisor_id_4196b05d                      | index | admin_prod | registro_asistencia                            | permanent   | btree         | 16 kB      | 
 public | registro_asistencia_trabajador_id_870abc06                      | index | admin_prod | registro_asistencia                            | permanent   | btree         | 32 kB      | 
 public | registro_asistencia_trabajador_id_fecha_asis_5c22009c_uniq      | index | admin_prod | registro_asistencia                            | permanent   | btree         | 56 kB      | 
 public | registro_ca_trabaja_c27493_idx                                  | index | admin_prod | registro_casa_trabajador                       | permanent   | btree         | 16 kB      | 
 public | registro_casa_trabajador_casa_id_1b76e86b                       | index | admin_prod | registro_casa_trabajador                       | permanent   | btree         | 16 kB      | 
 public | registro_casa_trabajador_holding_id_71531f66                    | index | admin_prod | registro_casa_trabajador                       | permanent   | btree         | 16 kB      | 
 public | registro_casa_trabajador_pkey                                   | index | admin_prod | registro_casa_trabajador                       | permanent   | btree         | 16 kB      | 
 public | registro_casa_trabajador_trabajador_id_26f8e915                 | index | admin_prod | registro_casa_trabajador                       | permanent   | btree         | 16 kB      | 
 public | registro_egreso_factura_compra_id_c884e415                      | index | admin_prod | registro_egreso                                | permanent   | btree         | 8192 bytes | 
 public | registro_egreso_holding_id_150b21c5                             | index | admin_prod | registro_egreso                                | permanent   | btree         | 8192 bytes | 
 public | registro_egreso_movimiento_cartola_id_6e2323ce                  | index | admin_prod | registro_egreso                                | permanent   | btree         | 8192 bytes | 
 public | registro_egreso_pkey                                            | index | admin_prod | registro_egreso                                | permanent   | btree         | 8192 bytes | 
 public | registro_egreso_usuario_registro_id_8ae7742b                    | index | admin_prod | registro_egreso                                | permanent   | btree         | 8192 bytes | 
 public | registro_ingreso_factura_venta_id_1d650f1e                      | index | admin_prod | registro_ingreso                               | permanent   | btree         | 8192 bytes | 
 public | registro_ingreso_holding_id_79ad9d96                            | index | admin_prod | registro_ingreso                               | permanent   | btree         | 8192 bytes | 
 public | registro_ingreso_movimiento_cartola_id_1440a512                 | index | admin_prod | registro_ingreso                               | permanent   | btree         | 8192 bytes | 
 public | registro_ingreso_pkey                                           | index | admin_prod | registro_ingreso                               | permanent   | btree         | 8192 bytes | 
 public | registro_ingreso_usuario_registro_id_cef78fc0                   | index | admin_prod | registro_ingreso                               | permanent   | btree         | 8192 bytes | 
 public | registro_ma_holding_ae6f3e_idx                                  | index | admin_prod | registro_mano_obra_persona                     | permanent   | btree         | 16 kB      | 
 public | registro_ma_trabaja_2f0540_idx                                  | index | admin_prod | registro_mano_obra_persona                     | permanent   | btree         | 32 kB      | 
 public | registro_mano_obra_persona_folio_id_cdc53404                    | index | admin_prod | registro_mano_obra_persona                     | permanent   | btree         | 16 kB      | 
 public | registro_mano_obra_persona_holding_id_e01a215d                  | index | admin_prod | registro_mano_obra_persona                     | permanent   | btree         | 16 kB      | 
 public | registro_mano_obra_persona_labor_id_9f978c9c                    | index | admin_prod | registro_mano_obra_persona                     | permanent   | btree         | 16 kB      | 
 public | registro_mano_obra_persona_pkey                                 | index | admin_prod | registro_mano_obra_persona                     | permanent   | btree         | 32 kB      | 
 public | registro_mano_obra_persona_sociedad_id_ac950c18                 | index | admin_prod | registro_mano_obra_persona                     | permanent   | btree         | 16 kB      | 
 public | registro_mano_obra_persona_supervisor_id_db7c63f0               | index | admin_prod | registro_mano_obra_persona                     | permanent   | btree         | 16 kB      | 
 public | registro_mano_obra_persona_trabajador_id_6899a416               | index | admin_prod | registro_mano_obra_persona                     | permanent   | btree         | 16 kB      | 
 public | registro_mano_obra_persona_unidad_control_id_7f49a71c           | index | admin_prod | registro_mano_obra_persona                     | permanent   | btree         | 16 kB      | 
 public | registro_pagos_efectivo__registropagoefectivo_id__7e3383b4_uniq | index | admin_prod | registro_pagos_efectivo_producciones           | permanent   | btree         | 16 kB      | 
 public | registro_pagos_efectivo__registropagoefectivo_id__fe0e2f25_uniq | index | admin_prod | registro_pagos_efectivo_historial_cambios      | permanent   | btree         | 8192 bytes | 
 public | registro_pagos_efectivo_hi_historialcambiopago_id_002315a2      | index | admin_prod | registro_pagos_efectivo_historial_cambios      | permanent   | btree         | 8192 bytes | 
 public | registro_pagos_efectivo_hi_registropagoefectivo_id_eac49f80     | index | admin_prod | registro_pagos_efectivo_historial_cambios      | permanent   | btree         | 8192 bytes | 
 public | registro_pagos_efectivo_historial_cambios_pkey                  | index | admin_prod | registro_pagos_efectivo_historial_cambios      | permanent   | btree         | 8192 bytes | 
 public | registro_pagos_efectivo_holding_id_941bbd5b                     | index | admin_prod | registro_pagos_efectivo                        | permanent   | btree         | 16 kB      | 
 public | registro_pagos_efectivo_pkey                                    | index | admin_prod | registro_pagos_efectivo                        | permanent   | btree         | 16 kB      | 
 public | registro_pagos_efectivo_pr_producciontrabajador_id_2de17992     | index | admin_prod | registro_pagos_efectivo_producciones           | permanent   | btree         | 16 kB      | 
 public | registro_pagos_efectivo_pr_registropagoefectivo_id_b5899341     | index | admin_prod | registro_pagos_efectivo_producciones           | permanent   | btree         | 16 kB      | 
 public | registro_pagos_efectivo_producciones_pkey                       | index | admin_prod | registro_pagos_efectivo_producciones           | permanent   | btree         | 16 kB      | 
 public | registro_pagos_efectivo_sociedad_id_131078a8                    | index | admin_prod | registro_pagos_efectivo                        | permanent   | btree         | 16 kB      | 
 public | registro_pagos_efectivo_trabajador_id_458c2b7b                  | index | admin_prod | registro_pagos_efectivo                        | permanent   | btree         | 16 kB      | 
 public | registro_pagos_transfere_registropagotransferenci_57370965_uniq | index | admin_prod | registro_pagos_transferencia_historial_cambios | permanent   | btree         | 8192 bytes | 
 public | registro_pagos_transfere_registropagotransferenci_893d06ca_uniq | index | admin_prod | registro_pagos_transferencia_producciones      | permanent   | btree         | 8192 bytes | 
 public | registro_pagos_transferenc_historialcambiopago_id_50cfca5c      | index | admin_prod | registro_pagos_transferencia_historial_cambios | permanent   | btree         | 8192 bytes | 
 public | registro_pagos_transferenc_producciontrabajador_id_4c97062a     | index | admin_prod | registro_pagos_transferencia_producciones      | permanent   | btree         | 8192 bytes | 
 public | registro_pagos_transferenc_registropagotransferencia__8e0c263c  | index | admin_prod | registro_pagos_transferencia_historial_cambios | permanent   | btree         | 8192 bytes | 
 public | registro_pagos_transferenc_registropagotransferencia__98e76fac  | index | admin_prod | registro_pagos_transferencia_producciones      | permanent   | btree         | 8192 bytes | 
 public | registro_pagos_transferencia_cuenta_origen_id_ca6b7231          | index | admin_prod | registro_pagos_transferencia                   | permanent   | btree         | 16 kB      | 
 public | registro_pagos_transferencia_historial_cambios_pkey             | index | admin_prod | registro_pagos_transferencia_historial_cambios | permanent   | btree         | 8192 bytes | 
 public | registro_pagos_transferencia_holding_id_258f7bf5                | index | admin_prod | registro_pagos_transferencia                   | permanent   | btree         | 16 kB      | 
 public | registro_pagos_transferencia_pkey                               | index | admin_prod | registro_pagos_transferencia                   | permanent   | btree         | 16 kB      | 
 public | registro_pagos_transferencia_producciones_pkey                  | index | admin_prod | registro_pagos_transferencia_producciones      | permanent   | btree         | 8192 bytes | 
 public | registro_pagos_transferencia_sociedad_id_73dd27f4               | index | admin_prod | registro_pagos_transferencia                   | permanent   | btree         | 16 kB      | 
 public | registro_pagos_transferencia_trabajador_id_6f918360             | index | admin_prod | registro_pagos_transferencia                   | permanent   | btree         | 16 kB      | 
 public | salud_holding_id_5acf68fe                                       | index | admin_prod | salud                                          | permanent   | btree         | 16 kB      | 
 public | salud_holding_id_codigo_d86dbe0b_uniq                           | index | admin_prod | salud                                          | permanent   | btree         | 16 kB      | 
 public | salud_pkey                                                      | index | admin_prod | salud                                          | permanent   | btree         | 16 kB      | 
 public | sociedad_ccaf_id_a6e65e9c                                       | index | admin_prod | sociedad                                       | permanent   | btree         | 16 kB      | 
 public | sociedad_holding_id_42a635e3                                    | index | admin_prod | sociedad                                       | permanent   | btree         | 16 kB      | 
 public | sociedad_holding_id_id_8ba5219a_uniq                            | index | admin_prod | sociedad                                       | permanent   | btree         | 16 kB      | 
 public | sociedad_mutualidad_id_cd6cd80c                                 | index | admin_prod | sociedad                                       | permanent   | btree         | 16 kB      | 
 public | sociedad_pkey                                                   | index | admin_prod | sociedad                                       | permanent   | btree         | 16 kB      | 
 public | sociedad_rol_sociedad_38e1651c_like                             | index | admin_prod | sociedad                                       | permanent   | btree         | 16 kB      | 
 public | sociedad_rol_sociedad_key                                       | index | admin_prod | sociedad                                       | permanent   | btree         | 16 kB      | 
 public | sociedad_rut_representante_f1f60ec1_like                        | index | admin_prod | sociedad                                       | permanent   | btree         | 16 kB      | 
 public | sociedad_rut_representante_key                                  | index | admin_prod | sociedad                                       | permanent   | btree         | 16 kB      | 
 public | submodulos_movil_holding_id_add0ee5f                            | index | admin_prod | submodulos_movil                               | permanent   | btree         | 16 kB      | 
 public | submodulos_movil_modulo_id_8dc2d21c                             | index | admin_prod | submodulos_movil                               | permanent   | btree         | 16 kB      | 
 public | submodulos_movil_modulo_id_nombre_holding_id_727fd19e_uniq      | index | admin_prod | submodulos_movil                               | permanent   | btree         | 16 kB      | 
 public | submodulos_movil_pkey                                           | index | admin_prod | submodulos_movil                               | permanent   | btree         | 16 kB      | 
 public | submodulos_web_holding_id_6275a1fa                              | index | admin_prod | submodulos_web                                 | permanent   | btree         | 16 kB      | 
 public | submodulos_web_modulo_id_11aa6cb6                               | index | admin_prod | submodulos_web                                 | permanent   | btree         | 16 kB      | 
 public | submodulos_web_modulo_id_nombre_holding_id_f2221e18_uniq        | index | admin_prod | submodulos_web                                 | permanent   | btree         | 16 kB      | 
 public | submodulos_web_pkey                                             | index | admin_prod | submodulos_web                                 | permanent   | btree         | 16 kB      | 
 public | supervisor__supervi_9eca23_idx                                  | index | admin_prod | supervisor_trabajador_historial                | permanent   | btree         | 16 kB      | 
 public | supervisor__trabaja_1a436b_idx                                  | index | admin_prod | supervisor_trabajador_historial                | permanent   | btree         | 16 kB      | 
 public | supervisor_trabajador_historial_holding_id_fff49dd0             | index | admin_prod | supervisor_trabajador_historial                | permanent   | btree         | 16 kB      | 
 public | supervisor_trabajador_historial_pkey                            | index | admin_prod | supervisor_trabajador_historial                | permanent   | btree         | 16 kB      | 
 public | supervisor_trabajador_historial_supervisor_id_551dff4b          | index | admin_prod | supervisor_trabajador_historial                | permanent   | btree         | 16 kB      | 
 public | supervisor_trabajador_historial_trabajador_id_cccb2321          | index | admin_prod | supervisor_trabajador_historial                | permanent   | btree         | 16 kB      | 
 public | supervisores_holding_id_3b4000d9                                | index | admin_prod | supervisores                                   | permanent   | btree         | 16 kB      | 
 public | supervisores_pkey                                               | index | admin_prod | supervisores                                   | permanent   | btree         | 16 kB      | 
 public | supervisores_trabajadore_supervisores_id_personal_ce3240a1_uniq | index | admin_prod | supervisores_trabajadores                      | permanent   | btree         | 16 kB      | 
 public | supervisores_trabajadores_personaltrabajadores_id_25b35631      | index | admin_prod | supervisores_trabajadores                      | permanent   | btree         | 16 kB      | 
 public | supervisores_trabajadores_pkey                                  | index | admin_prod | supervisores_trabajadores                      | permanent   | btree         | 16 kB      | 
 public | supervisores_trabajadores_supervisores_id_3f367a02              | index | admin_prod | supervisores_trabajadores                      | permanent   | btree         | 16 kB      | 
 public | supervisores_usuario_id_fa2aa26c                                | index | admin_prod | supervisores                                   | permanent   | btree         | 16 kB      | 
 public | tipos_impuesto_renta_pkey                                       | index | admin_prod | tipos_impuesto_renta                           | permanent   | btree         | 8192 bytes | 
 public | tipos_jornada_pkey                                              | index | admin_prod | tipos_jornada                                  | permanent   | btree         | 8192 bytes | 
 public | trabajador__trabaja_563d95_idx                                  | index | admin_prod | trabajador_transporte_historial                | permanent   | btree         | 16 kB      | 
 public | trabajador__transpo_7b594e_idx                                  | index | admin_prod | trabajador_transporte_historial                | permanent   | btree         | 16 kB      | 
 public | trabajador_descuento_descuento_id_12a26422                      | index | admin_prod | trabajador_descuento                           | permanent   | btree         | 8192 bytes | 
 public | trabajador_descuento_pkey                                       | index | admin_prod | trabajador_descuento                           | permanent   | btree         | 8192 bytes | 
 public | trabajador_descuento_trabajador_id_c210529a                     | index | admin_prod | trabajador_descuento                           | permanent   | btree         | 8192 bytes | 
 public | trabajador_descuento_trabajador_id_descuento_id_aa33ff4c_uniq   | index | admin_prod | trabajador_descuento                           | permanent   | btree         | 8192 bytes | 
